lon,lat,depth_m,x,y,temp буC,cond  ?S cm??,salt бы,pH,turb  NTU,chl(ug/L),odo(mg/L)
114.01492928457633,22.69441885882797,5,193303,2512777,31.69,172.83,0.08,7.346267757,6.28,4.07,4.12
114.01492830649843,22.694463966209348,1,193303,2512782,34.86,169.01,0.08,8.994650797,1.18,9.24,8.19
114.01492830649843,22.694463966209348,2,193303,2512782,28.99,220.55,0.07,7.348966905,1.94,5.07,10.02
114.01492830649843,22.694463966209348,3,193303,2512782,30.41,230.84,0.09,8.854794465,3.75,2.45,8.53
114.01492830649843,22.694463966209348,4,193303,2512782,25.6,233.76,0.07,8.037592331,4.6,3.29,5.25
114.01492830649843,22.694463966209348,5,193303,2512782,30.18,192.62,0.07,8.761034983,5.29,4.95,3.74
114.01492732841804,22.69450907359044,1,193303,2512787,36.49,163.66,0.08,9.405740383,1.33,7.88,10.04
114.01492732841804,22.69450907359044,2,193303,2512787,37.79,207.42,0.08,7.31955255,1.87,5.06,7.58
114.01492732841804,22.69450907359044,3,193303,2512787,31.96,215.68,0.07,8.856151938,3.49,3.29,6.75
114.01492732841804,22.69450907359044,4,193303,2512787,29.49,207.83,0.09,8.861724569,3.91,3.76,4.97
114.01492732841804,22.69450907359044,5,193303,2512787,33.41,189.13,0.1,7.921511296,5.15,4.56,4.2
114.0149263503352,22.69455418097123,1,193303,2512792,26.46,185.55,0.07,7.394113882,1.2,9.81,10.71
114.0149263503352,22.69455418097123,2,193303,2512792,31.3,191.89,0.06,7.428410788,2.25,4.32,7.37
114.0149263503352,22.69455418097123,3,193303,2512792,30.58,215.76,0.09,9.408529717,3.41,3.32,7.2
114.0149263503352,22.69455418097123,4,193303,2512792,29.62,196.58,0.08,9.447465446,3.93,3.99,6.23
114.0149263503352,22.69455418097123,5,193303,2512792,29.71,193.84,0.08,7.24159275,4.63,3.02,3.69
114.01492537224986,22.694599288351725,1,193303,2512797,32.64,199.17,0.06,7.971654593,1.42,5.77,10.22
114.01492537224986,22.694599288351725,2,193303,2512797,33.31,215.66,0.08,9.14028395,2.64,5.17,8.3
114.01492537224986,22.694599288351725,3,193303,2512797,27.37,163.81,0.09,8.840122482,2.77,3.2,6.24
114.01492537224986,22.694599288351725,4,193303,2512797,33.9,178.11,0.08,8.864405547,3.53,3.84,6.49
114.01492537224986,22.694599288351725,5,193303,2512797,25.93,195.06,0.09,9.332868303,6.07,4.6,4.59
114.01492439416204,22.69464439573193,1,193303,2512802,33.33,210.32,0.07,8.935682487,1.21,9.34,8.41
114.01492439416204,22.69464439573193,2,193303,2512802,26.74,189.03,0.08,8.122591687,2.42,4.94,10.25
114.01492439416204,22.69464439573193,3,193303,2512802,29.47,194.58,0.09,8.865788678,2.83,4.41,6.01
114.01492439416204,22.69464439573193,4,193303,2512802,33.64,202.14,0.07,8.999047865,4.21,2.6,6.38
114.01492439416204,22.69464439573193,5,193303,2512802,30.27,175.32,0.09,8.780778202,6.15,4.07,3.67
114.01492341607172,22.69468950311184,1,193303,2512807,38.58,169.57,0.07,8.486448036,1.19,8.55,11.03
114.01492341607172,22.69468950311184,2,193303,2512807,34.4,159.87,0.06,8.72152905,2.46,3.51,7.34
114.01492341607172,22.69468950311184,3,193303,2512807,28.93,214.68,0.06,8.676937485,2.85,3.66,6.26
114.01492341607172,22.69468950311184,4,193303,2512807,24.99,206.33,0.08,8.719663468,4.32,4,5.59
114.01492341607172,22.69468950311184,5,193303,2512807,33.04,180.5,0.07,9.16745416,5.12,3.98,4.96
114.01492243797894,22.694734610491462,1,193303,2512812,34.5,183.94,0.08,9.196453397,1.13,7.94,8.19
114.01492243797894,22.694734610491462,2,193303,2512812,35.84,158.19,0.08,9.447946201,2.62,3.84,7.48
114.01492243797894,22.694734610491462,3,193303,2512812,28.88,170.97,0.09,9.277224392,2.76,2.74,8.07
114.01492243797894,22.694734610491462,4,193303,2512812,33.74,169.64,0.09,7.836839641,4.43,3.04,5.02
114.01492243797894,22.694734610491462,5,193303,2512812,23.88,192.73,0.08,8.473625691,5.62,3,3.34
114.01492145988368,22.694779717870784,1,193303,2512817,26.64,183.8,0.08,8.908019258,1.44,9.45,11.11
114.01492145988368,22.694779717870784,2,193303,2512817,31.65,186.49,0.07,8.611967043,2.21,5.6,9.48
114.01492145988368,22.694779717870784,3,193303,2512817,27.3,177.66,0.07,7.84672774,3.86,3.66,6.94
114.01492145988368,22.694779717870784,4,193303,2512817,32.64,225.65,0.07,9.165873406,3.85,4.26,6.23
114.01492145988368,22.694779717870784,5,193303,2512817,27.42,168.67,0.1,7.88425318,5.91,2.8,4.09
114.01492048178592,22.69482482524981,1,193303,2512822,35.96,219.32,0.06,8.848055197,1.26,6.05,9.2
114.01492048178592,22.69482482524981,2,193303,2512822,28.47,210.35,0.06,8.172419009,2.13,4.33,8.16
114.01492048178592,22.69482482524981,3,193303,2512822,31.1,200.36,0.07,9.136125928,3.56,4.73,6.45
114.01492048178592,22.69482482524981,4,193303,2512822,27.85,182.74,0.09,8.395338507,4.76,4.8,5.08
114.01492048178592,22.69482482524981,5,193303,2512822,32.78,211.31,0.09,7.358687147,5.51,3.51,4.81
114.01491950368568,22.69486993262855,1,193303,2512827,35.38,214.08,0.08,7.724460944,1.37,6.06,9.82
114.01491950368568,22.69486993262855,2,193303,2512827,37.65,189.3,0.08,9.063087959,2.6,5.59,9.02
114.01491950368568,22.69486993262855,3,193303,2512827,36.42,209.59,0.07,9.264775299,3.42,2.85,6.71
114.01491950368568,22.69486993262855,4,193303,2512827,34.09,208.85,0.08,8.695083609,4.32,3.6,4.76
114.01491950368568,22.69486993262855,5,193303,2512827,24,192.05,0.09,7.843277901,4.51,3.45,4.45
114.01491852558296,22.694915040006983,1,193303,2512832,35.93,179.46,0.06,8.948780984,1.12,8.09,10.67
114.01491852558296,22.694915040006983,2,193303,2512832,28.25,178.44,0.07,8.995074968,2.45,3.33,10.26
114.01491852558296,22.694915040006983,3,193303,2512832,28.77,203.85,0.08,8.643918926,2.76,3.31,8.32
114.01491852558296,22.694915040006983,4,193303,2512832,30.51,167.6,0.09,9.275154715,3.79,4.31,6.47
114.01491852558296,22.694915040006983,5,193303,2512832,27.2,168.9,0.08,7.760586541,6.16,3.53,3.36
114.01491754747778,22.69496014738513,1,193303,2512837,38.06,156.88,0.07,8.93740474,1.14,6.61,9.77
114.01491754747778,22.69496014738513,2,193303,2512837,34.88,211.14,0.06,7.814962679,1.79,6.24,8.46
114.01491754747778,22.69496014738513,3,193303,2512837,35.55,215.23,0.07,8.942800054,3.73,2.81,7.59
114.01491754747778,22.69496014738513,4,193303,2512837,32.34,196.49,0.08,8.727457562,4.1,2.22,5.12
114.01491754747778,22.69496014738513,5,193303,2512837,32.06,175.07,0.09,8.169116211,5.95,3.3,3.55
114.0149165693701,22.69500525476299,1,193303,2512842,32.91,172.05,0.07,8.689444992,1.12,7.93,11.39
114.0149165693701,22.69500525476299,2,193303,2512842,26.92,184.69,0.06,8.098747707,2.05,4.37,9.77
114.0149165693701,22.69500525476299,3,193303,2512842,36.16,164.54,0.08,7.948981462,2.97,4,5.92
114.0149165693701,22.69500525476299,4,193303,2512842,34.19,230.5,0.07,7.578197349,4.73,3.74,4.58
114.0149165693701,22.69500525476299,5,193303,2512842,25.12,214.15,0.08,9.121487733,5.95,3.38,4.87
114.01491559125994,22.69505036214055,1,193303,2512847,34.11,211.22,0.07,7.459422649,1.1,7.89,10.27
114.01491559125994,22.69505036214055,2,193303,2512847,34.49,172.59,0.08,9.045342406,2.22,4.3,7.8
114.01491559125994,22.69505036214055,3,193303,2512847,25.05,225.37,0.07,9.124299806,3.56,4.72,6.55
114.01491559125994,22.69505036214055,4,193303,2512847,34.12,161.61,0.07,8.46639971,4.41,2.84,5.03
114.01491559125994,22.69505036214055,5,193303,2512847,34.23,212.97,0.08,9.461954698,5.66,3.13,3.77
114.0149146131473,22.695095469517813,1,193303,2512852,31.09,165.02,0.06,8.906101382,1.11,10.3,10.75
114.0149146131473,22.695095469517813,2,193303,2512852,27.6,226.38,0.06,9.458741194,2.57,3.81,10
114.0149146131473,22.695095469517813,3,193303,2512852,30.93,167.12,0.08,9.187863485,3.24,2.63,8.01
114.0149146131473,22.695095469517813,4,193303,2512852,34.84,178.13,0.07,7.749383159,4.9,4.13,5.24
114.0149146131473,22.695095469517813,5,193303,2512852,22.99,163.26,0.07,9.218931629,5.37,3.12,3.69
114.01491363503216,22.695140576894783,1,193303,2512857,29.27,213.61,0.07,9.209397785,1.22,7.43,10.57
114.01491363503216,22.695140576894783,2,193303,2512857,29.7,194.48,0.07,9.127562566,2.35,6,8.31
114.01491363503216,22.695140576894783,3,193303,2512857,34.93,201.32,0.08,8.986837485,3.4,3.01,6.74
114.01491363503216,22.695140576894783,4,193303,2512857,28.08,233.06,0.08,7.617544218,4.53,2.49,5.47
114.01491363503216,22.695140576894783,5,193303,2512857,30.12,179.3,0.09,8.788082363,5.36,2.59,3.4
114.01491265691456,22.695185684271458,1,193303,2512862,29.39,164.75,0.06,9.223107073,1.3,6.64,8.38
114.01491265691456,22.695185684271458,2,193303,2512862,31.42,165.21,0.08,8.844500261,2.29,5.66,8.28
114.01491265691456,22.695185684271458,3,193303,2512862,32.09,174.15,0.08,8.989935072,2.98,3.03,7.06
114.01491265691456,22.695185684271458,4,193303,2512862,26.09,225.11,0.09,8.470046935,3.5,4.01,4.72
114.01491265691456,22.695185684271458,5,193303,2512862,32.26,178.14,0.09,7.911288738,5.72,4.52,4.16
114.01491167879448,22.695230791647848,1,193303,2512867,27.68,199.48,0.07,9.013643395,1.29,9.55,10.96
114.01491167879448,22.695230791647848,2,193303,2512867,29.22,192.95,0.09,8.538458859,1.92,5.51,7.9
114.01491167879448,22.695230791647848,3,193303,2512867,36.17,199.55,0.07,8.832228789,3.77,2.63,8.1
114.01491167879448,22.695230791647848,4,193303,2512867,34.62,158.86,0.09,8.687312561,5.06,4.56,5.43
114.01491167879448,22.695230791647848,5,193303,2512867,27.52,187.7,0.08,8.642656375,4.95,3.27,3.83
114.01491070067192,22.695275899023933,1,193303,2512872,30.58,195.11,0.08,8.88912663,1.12,10.27,9.1
114.01491070067192,22.695275899023933,2,193303,2512872,35.29,165.99,0.08,9.081630771,2.11,4.69,9.87
114.01491070067192,22.695275899023933,3,193303,2512872,28.99,193.89,0.07,7.616997585,3.74,4.73,6.3
114.01491070067192,22.695275899023933,4,193303,2512872,28.76,201.26,0.09,8.91955987,4.27,4.29,5.2
114.01491070067192,22.695275899023933,5,193303,2512872,28.07,226.6,0.08,9.155502662,5.17,2.66,4.08
114.01490972254688,22.695321006399727,1,193303,2512877,39.09,154.56,0.07,9.222449049,1.47,6.29,10.97
114.01490972254688,22.695321006399727,2,193303,2512877,37.73,169.25,0.07,9.138046556,2.42,4.32,8.28
114.01490972254688,22.695321006399727,3,193303,2512877,25.12,230.65,0.06,7.63339622,2.73,3.31,7.32
114.01490972254688,22.695321006399727,4,193303,2512877,24.12,209.94,0.08,8.673767947,4.48,2.57,6.33
114.01490972254688,22.695321006399727,5,193303,2512877,27.71,202.98,0.1,8.980246382,5.23,3.53,3.99
114.01490874441934,22.695366113775226,1,193303,2512882,33.4,217.16,0.08,8.62784604,1.26,9.88,9.8
114.01490874441934,22.695366113775226,2,193303,2512882,37.68,171.18,0.07,8.39704188,2.36,4.63,8.68
114.01490874441934,22.695366113775226,3,193303,2512882,30.54,187.81,0.07,7.613148468,3.82,3.6,7.24
114.01490874441934,22.695366113775226,4,193303,2512882,35.53,186.07,0.09,9.472849311,3.92,2.78,6.13
114.01490874441934,22.695366113775226,5,193303,2512882,33.77,234.42,0.09,9.115186736,6.04,3.66,4.35
114.01490776628933,22.69541122115043,1,193303,2512887,35.44,189.55,0.08,9.031767324,1.01,6.44,12.1
114.01490776628933,22.69541122115043,2,193303,2512887,31.46,225.49,0.06,7.821921068,2.22,5.99,7.18
114.01490776628933,22.69541122115043,3,193303,2512887,33.81,220.75,0.08,7.952594076,3.72,3.51,8.12
114.01490776628933,22.69541122115043,4,193303,2512887,28.06,189.86,0.08,9.03872597,3.51,3.09,4.88
114.01490776628933,22.69541122115043,5,193303,2512887,25.63,195.46,0.08,9.475286326,5.85,3.86,4.87
114.01490678815684,22.69545632852534,1,193303,2512892,37.19,211.85,0.08,8.827603333,1.32,8.58,11.88
114.01490678815684,22.69545632852534,2,193303,2512892,31.93,166.15,0.08,8.942074285,2.36,5.59,7.37
114.01490678815684,22.69545632852534,3,193303,2512892,25.47,158.67,0.08,7.687115038,3.29,3.96,7.82
114.01490678815684,22.69545632852534,4,193303,2512892,31.78,211.13,0.08,7.582543753,4.16,3.15,5.52
114.01490678815684,22.69545632852534,5,193303,2512892,30.78,185.76,0.07,8.629507863,6.02,3.05,4.83
114.01490581002186,22.69550143589996,1,193303,2512897,35.58,198.7,0.06,9.461815899,1.38,7.32,11.38
114.01490581002186,22.69550143589996,2,193303,2512897,25.88,154.05,0.08,8.883403741,2.42,4.08,10.36
114.01490581002186,22.69550143589996,3,193303,2512897,33.45,160.88,0.08,7.553915822,3.78,2.64,8.35
114.01490581002186,22.69550143589996,4,193303,2512897,27.29,175.39,0.09,9.361989534,4.63,3.19,5.36
114.01490581002186,22.69550143589996,5,193303,2512897,23.08,229.58,0.08,7.978673181,4.84,3.82,4.53
114.0149048318844,22.69554654327429,1,193303,2512902,29.75,168.13,0.07,8.558874473,1.18,7.04,9.24
114.0149048318844,22.69554654327429,2,193303,2512902,26.84,219.52,0.09,8.622020353,1.88,4.31,9.26
114.0149048318844,22.69554654327429,3,193303,2512902,25.05,212.92,0.08,7.792974876,3.29,3.7,8.17
114.0149048318844,22.69554654327429,4,193303,2512902,26.84,180.23,0.09,9.001236259,3.5,4.56,6
114.0149048318844,22.69554654327429,5,193303,2512902,29.2,181.31,0.09,8.904752436,5.75,3.69,4.96
114.01490385374449,22.69559165064831,1,193303,2512907,28.07,159.21,0.06,9.262872067,1.45,8.77,9.34
114.01490385374449,22.69559165064831,2,193303,2512907,28.68,214.35,0.09,8.878348585,2.08,4.79,9
114.01490385374449,22.69559165064831,3,193303,2512907,24.67,166.4,0.08,8.540237964,2.64,2.88,7.87
114.01490385374449,22.69559165064831,4,193303,2512907,25.82,226.35,0.08,8.847610424,4.87,2.51,6.05
114.01490385374449,22.69559165064831,5,193303,2512907,25.18,227.53,0.09,9.149756475,4.61,3.61,3.9
114.01490287560205,22.695636758022044,1,193303,2512912,35.84,148.54,0.06,8.827843894,1.37,7.34,9.83
114.01490287560205,22.695636758022044,2,193303,2512912,25.63,172.22,0.08,8.645773435,2.08,3.77,7.47
114.01490287560205,22.695636758022044,3,193303,2512912,32.87,166.22,0.07,9.391476724,3.15,3.23,6.88
114.01490287560205,22.695636758022044,4,193303,2512912,24.46,167.07,0.09,8.205505399,3.99,4.1,4.65
114.01490287560205,22.695636758022044,5,193303,2512912,34.17,189.55,0.08,9.471114037,4.35,3.22,3.74
114.01490189745714,22.695681865395493,1,193303,2512917,31.29,175.98,0.07,7.856751164,1.08,5.97,10.41
114.01490189745714,22.695681865395493,2,193303,2512917,30.39,164.51,0.06,7.996300706,2.22,5.41,9.72
114.01490189745714,22.695681865395493,3,193303,2512917,26.72,198.3,0.08,9.404405724,2.87,3.18,7.41
114.01490189745714,22.695681865395493,4,193303,2512917,30.68,189.73,0.07,7.926456327,4.21,4.31,4.55
114.01490189745714,22.695681865395493,5,193303,2512917,28.27,170.51,0.07,8.597600648,5.62,2.62,4.29
114.01490091930977,22.69572697276864,1,193303,2512922,38.72,156.44,0.06,9.33208774,1.27,7.51,11.48
114.01490091930977,22.69572697276864,2,193303,2512922,31.35,180.44,0.06,8.75759757,2,6.09,8.71
114.01490091930977,22.69572697276864,3,193303,2512922,30.5,172.27,0.07,9.158945862,3.59,3.77,8.04
114.01490091930977,22.69572697276864,4,193303,2512922,29.04,166.46,0.06,9.463127277,3.66,3.9,6.43
114.01490091930977,22.69572697276864,5,193303,2512922,26.36,226.2,0.09,9.312489948,5.82,3.01,4.7
114.01489994115988,22.695772080141488,1,193303,2512927,28.02,180.56,0.07,8.934651702,1.33,5.37,11.41
114.01489994115988,22.695772080141488,2,193303,2512927,34.89,217.75,0.07,8.242181503,2.64,5.1,9.43
114.01489994115988,22.695772080141488,3,193303,2512927,25.24,204.76,0.09,8.768622759,3.56,2.43,7.2
114.01489994115988,22.695772080141488,4,193303,2512927,26.48,209.7,0.07,7.42815973,4.98,3.33,5.66
114.01489994115988,22.695772080141488,5,193303,2512927,24.53,234.35,0.09,8.59287559,4.26,3.44,3.39
114.01498474495764,22.69410401465457,1,193308,2512742,30.15,217.84,0.08,8.438705955,1.01,7.1,9.18
114.01498474495764,22.69410401465457,2,193308,2512742,33.21,172.53,0.07,9.453902339,2.54,3.89,9.77
114.01498474495764,22.69410401465457,3,193308,2512742,27.1,184.88,0.09,8.551022254,3.54,2.88,6.41
114.01498474495764,22.69410401465457,4,193308,2512742,34.48,216.06,0.07,9.207461022,4.34,2.74,4.91
114.01498474495764,22.69410401465457,5,193308,2512742,25.23,161.07,0.09,7.959576497,4.9,3.03,4.46
114.01498376691298,22.694149122040013,1,193308,2512747,38.44,219.97,0.06,9.063473194,0.99,7.83,10.16
114.01498376691298,22.694149122040013,2,193308,2512747,29.91,164.17,0.07,8.391051597,2.34,5.08,7.26
114.01498376691298,22.694149122040013,3,193308,2512747,31.95,156.02,0.06,9.398638055,3.57,3.02,7.09
114.01498376691298,22.694149122040013,4,193308,2512747,31.31,192.25,0.07,7.264862354,3.75,2.81,5.04
114.01498376691298,22.694149122040013,5,193308,2512747,25.57,198.66,0.08,8.313878805,4.21,3.12,4.36
114.01498278886584,22.69419422942516,1,193308,2512752,35.69,148.98,0.08,9.392630375,1.2,7.14,8.79
114.01498278886584,22.69419422942516,2,193308,2512752,30.65,225.11,0.08,9.118733787,2.02,3.44,7.16
114.01498278886584,22.69419422942516,3,193308,2512752,25.96,219.72,0.07,8.248927406,2.84,3.17,6.33
114.01498278886584,22.69419422942516,4,193308,2512752,35.07,176.75,0.09,8.750388831,4.12,3.14,6.07
114.01498278886584,22.69419422942516,5,193308,2512752,28.98,216.61,0.08,9.074792409,5,3.32,4.35
114.01498181081622,22.694239336810007,1,193308,2512757,30.17,172.24,0.07,8.505591046,1.38,8.37,9.85
114.01498181081622,22.694239336810007,2,193308,2512757,27.08,175.19,0.07,9.296900854,2,4.38,7.91
114.01498181081622,22.694239336810007,3,193308,2512757,34.69,169.15,0.07,8.794783652,3.23,4.45,6.32
114.01498181081622,22.694239336810007,4,193308,2512757,24.39,188.44,0.08,8.906768686,4.72,2.7,5.37
114.01498181081622,22.694239336810007,5,193308,2512757,29.73,174.8,0.08,8.713446769,4.58,3.29,3.64
114.01498083276412,22.69428444419457,1,193308,2512762,36.66,207.42,0.07,7.740129343,1.25,7.69,8.35
114.01498083276412,22.69428444419457,2,193308,2512762,33.48,204.39,0.08,9.140232191,1.91,5.92,9.91
114.01498083276412,22.69428444419457,3,193308,2512762,26.5,210.95,0.09,9.39945361,3.71,3.06,5.83
114.01498083276412,22.69428444419457,4,193308,2512762,31.71,205.32,0.08,9.31769676,4.43,3.29,6.3
114.01498083276412,22.69428444419457,5,193308,2512762,27.15,235.57,0.07,8.080724098,4.59,4.09,3.41
114.01497985470954,22.694329551578832,1,193308,2512767,27.55,188.76,0.08,9.326283648,1.3,6.3,10.26
114.01497985470954,22.694329551578832,2,193308,2512767,33.52,157.76,0.07,8.212033073,1.84,5.16,8.66
114.01497985470954,22.694329551578832,3,193308,2512767,35.49,163.07,0.06,8.85762537,2.59,3.68,7.49
114.01497985470954,22.694329551578832,4,193308,2512767,33.22,161.14,0.07,8.580447704,3.56,4.61,4.93
114.01497985470954,22.694329551578832,5,193308,2512767,26.02,182.13,0.08,7.498718234,6.23,2.86,4.22
114.01497887665248,22.6943746589628,1,193308,2512772,33.57,178.82,0.06,8.912469972,1.08,5.57,11.16
114.01497887665248,22.6943746589628,2,193308,2512772,35.74,222,0.07,7.663895772,2,4.81,8.81
114.01497887665248,22.6943746589628,3,193308,2512772,26.21,155.55,0.07,8.102659335,2.65,3.61,5.96
114.01497887665248,22.6943746589628,4,193308,2512772,29.06,210.29,0.06,7.836182985,3.94,3.08,6.52
114.01497887665248,22.6943746589628,5,193308,2512772,25.17,167.58,0.07,9.437025077,5.64,3.88,4.87
114.01497789859296,22.69441976634648,1,193308,2512777,28.51,174.82,0.07,8.035389622,1.33,5.9,8.14
114.01497789859296,22.69441976634648,2,193308,2512777,29.03,190.38,0.07,8.641137467,2.2,4.52,9.64
114.01497789859296,22.69441976634648,3,193308,2512777,35.44,167.63,0.06,8.961980732,3.27,3.42,8.1
114.01497789859296,22.69441976634648,4,193308,2512777,27.13,196.79,0.08,7.784303207,4.38,4.26,4.88
114.01497789859296,22.69441976634648,5,193308,2512777,23.15,229.27,0.08,7.258061208,5.43,3.88,3.59
114.01497692053093,22.694464873729856,1,193308,2512782,28.6,195.05,0.07,8.12508807,1.3,5.63,9.03
114.01497692053093,22.694464873729856,2,193308,2512782,31.22,165.93,0.07,8.421235293,1.97,3.59,8.32
114.01497692053093,22.694464873729856,3,193308,2512782,27.68,154.16,0.08,8.755892414,3.81,4.26,7.28
114.01497692053093,22.694464873729856,4,193308,2512782,35.18,195.02,0.08,9.081845981,3.73,3.55,5.35
114.01497692053093,22.694464873729856,5,193308,2512782,23.18,176.26,0.07,8.66628544,6.26,4.19,4.27
114.0149759424664,22.694509981112944,1,193308,2512787,30.02,187.02,0.08,8.713969761,1.2,8.49,11.17
114.0149759424664,22.694509981112944,2,193308,2512787,28.83,202.32,0.07,8.923906812,1.9,5,9.07
114.0149759424664,22.694509981112944,3,193308,2512787,29.58,221.84,0.08,7.612646282,3.06,3.31,6.27
114.0149759424664,22.694509981112944,4,193308,2512787,34.73,183.54,0.09,8.272844656,4.47,3.44,6.22
114.0149759424664,22.694509981112944,5,193308,2512787,25.07,214.77,0.1,9.229827069,4.26,3.14,3.63
114.0149749643994,22.694555088495743,1,193308,2512792,35.53,157.5,0.08,8.09183414,1.2,7.35,10.54
114.0149749643994,22.694555088495743,2,193308,2512792,25.74,194.15,0.08,8.633990686,2.02,4.01,9.74
114.0149749643994,22.694555088495743,3,193308,2512792,25.15,159.75,0.07,9.229828618,3.86,3.17,7.32
114.0149749643994,22.694555088495743,4,193308,2512792,31.26,225.11,0.08,7.435915135,4.73,3.14,5.62
114.0149749643994,22.694555088495743,5,193308,2512792,28.07,229.83,0.07,8.603858137,6.11,3.02,3.89
114.01497398632996,22.69460019587824,1,193308,2512797,30.44,183.76,0.07,8.977271222,1.1,7.64,10.02
114.01497398632996,22.69460019587824,2,193308,2512797,26.79,206.98,0.08,7.528398951,1.84,5.62,7.58
114.01497398632996,22.69460019587824,3,193308,2512797,25.71,194.42,0.07,7.732485393,2.96,2.58,6.32
114.01497398632996,22.69460019587824,4,193308,2512797,32.38,222.02,0.09,7.261245927,4.52,3.59,6.2
114.01497398632996,22.69460019587824,5,193308,2512797,23.64,170.72,0.1,8.019501747,5.36,3.55,4.37
114.014973008258,22.694645303260447,1,193308,2512802,30.5,177.15,0.06,8.813247681,1.45,9.52,8.9
114.014973008258,22.694645303260447,2,193308,2512802,34.2,185.98,0.08,9.075648012,2.09,3.87,8.98
114.014973008258,22.694645303260447,3,193308,2512802,34.55,173.99,0.07,8.065665816,2.61,2.74,8.1
114.014973008258,22.694645303260447,4,193308,2512802,27.57,190.76,0.07,8.860688952,4.55,2.99,4.56
114.014973008258,22.694645303260447,5,193308,2512802,29.4,201.58,0.09,8.251263156,5.21,2.68,4.31
114.01497203018356,22.69469041064236,1,193308,2512807,28.06,157.71,0.08,8.717763282,1.41,5.67,10.27
114.01497203018356,22.69469041064236,2,193308,2512807,25.78,223.57,0.07,8.9186759,2.59,5.02,9.02
114.01497203018356,22.69469041064236,3,193308,2512807,33.41,221.12,0.07,8.623111038,2.62,2.58,6.78
114.01497203018356,22.69469041064236,4,193308,2512807,25.58,195.39,0.08,7.411869409,4.96,4.54,4.92
114.01497203018356,22.69469041064236,5,193308,2512807,24.29,165.81,0.09,9.176947809,6.17,4.59,3.76
114.01497105210665,22.69473551802397,1,193308,2512812,36.66,188.34,0.08,9.492445218,1.41,6.15,10.15
114.01497105210665,22.69473551802397,2,193308,2512812,33.83,199.58,0.09,9.073461884,2.39,6.16,7.53
114.01497105210665,22.69473551802397,3,193308,2512812,24.57,170.89,0.07,7.588639107,3.32,3.48,6.4
114.01497105210665,22.69473551802397,4,193308,2512812,31.02,200.38,0.08,8.943624586,4.86,5.03,6.58
114.01497105210665,22.69473551802397,5,193308,2512812,28.48,168.32,0.09,9.072217759,5.28,3.85,4.63
114.01497007402725,22.6947806254053,1,193308,2512817,29.47,157.52,0.07,8.988372208,1.39,5.47,8.96
114.01497007402725,22.6947806254053,2,193308,2512817,26.33,151.94,0.07,8.961127946,1.81,4.23,8.18
114.01497007402725,22.6947806254053,3,193308,2512817,36.55,205.63,0.08,7.840025534,3.15,3.95,6.73
114.01497007402725,22.6947806254053,4,193308,2512817,32.27,230.45,0.07,8.133015593,4.53,3.4,5.93
114.01497007402725,22.6947806254053,5,193308,2512817,30.04,213.05,0.08,8.98015334,6.14,3.38,3.37
114.01496909594536,22.694825732786327,1,193308,2512822,33.53,200.94,0.06,8.092116541,1.17,7.06,8.59
114.01496909594536,22.694825732786327,2,193308,2512822,30.31,210.69,0.08,8.278917509,2.14,5.21,8.43
114.01496909594536,22.694825732786327,3,193308,2512822,31.19,211.77,0.09,9.145249327,2.71,3.53,7.92
114.01496909594536,22.694825732786327,4,193308,2512822,31.4,192.55,0.07,7.257347301,3.43,2.42,6.69
114.01496909594536,22.694825732786327,5,193308,2512822,34.07,190.16,0.09,7.831346642,5.32,3.55,3.72
114.014968117861,22.694870840167063,1,193308,2512827,26.5,167.64,0.08,7.443025801,1.09,5.54,10.67
114.014968117861,22.694870840167063,2,193308,2512827,29.79,160.32,0.08,8.59400317,2.27,5.41,8.92
114.014968117861,22.694870840167063,3,193308,2512827,35.02,204.35,0.06,9.487624656,3.07,2.47,7.01
114.014968117861,22.694870840167063,4,193308,2512827,34.81,189.01,0.07,7.330733384,4.48,4.21,5.28
114.014968117861,22.694870840167063,5,193308,2512827,25.04,202.18,0.07,8.419476631,4.71,4.78,3.45
114.01496713977416,22.694915947547507,1,193308,2512832,29.39,158.46,0.07,9.2082702,1.1,8.87,9.54
114.01496713977416,22.694915947547507,2,193308,2512832,25.38,205.87,0.08,9.37226389,2.43,3.91,10.26
114.01496713977416,22.694915947547507,3,193308,2512832,31.39,203.37,0.07,8.918142747,3.54,4.68,8.48
114.01496713977416,22.694915947547507,4,193308,2512832,30.52,192.4,0.09,9.105205139,4.42,4.3,6.36
114.01496713977416,22.694915947547507,5,193308,2512832,27.1,198.97,0.08,8.912796862,5.25,4.62,4.92
114.01496616168484,22.694961054927653,1,193308,2512837,28.28,171.07,0.07,8.95468383,1.1,9.88,9.28
114.01496616168484,22.694961054927653,2,193308,2512837,32.83,206.57,0.08,8.126000489,1.9,6.69,8.21
114.01496616168484,22.694961054927653,3,193308,2512837,24.79,165.66,0.08,7.510611918,3.25,3.99,6.08
114.01496616168484,22.694961054927653,4,193308,2512837,30.61,157.98,0.08,7.720490035,4.74,2.46,4.79
114.01496616168484,22.694961054927653,5,193308,2512837,31.4,172.95,0.1,9.198909385,5.45,2.76,3.91
114.01496518359303,22.695006162307504,1,193308,2512842,35.7,167.02,0.07,8.352776503,1.29,6.93,11.81
114.01496518359303,22.695006162307504,2,193308,2512842,32.93,186.33,0.08,8.993074285,1.95,4.29,7.17
114.01496518359303,22.695006162307504,3,193308,2512842,35.88,173.96,0.07,8.550905917,3.36,2.34,7.76
