lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0075714237,22.6990804672,5,193358,2512732,19.56,214.27,0.09,8.41,5.03,1.66,4.93
114.0074194556,22.6991055481,1,193358,2512737,24.15,190.78,0.08,7.74,1.47,3.15,12.40
114.0075499521,22.6991174788,2,193358,2512737,22.93,171.72,0.07,7.69,1.89,2.41,8.86
114.0074723620,22.6990662779,3,193358,2512737,20.09,208.63,0.07,9.09,2.94,1.95,8.11
114.0075140021,22.6990198623,4,193358,2512737,22.68,206.31,0.07,9.22,3.73,2.02,7.26
114.0074358310,22.6990421915,5,193358,2512737,20.11,174.26,0.07,9.19,6.44,1.99,5.35
114.0074665017,22.6990659631,1,193358,2512742,22.25,213.16,0.07,8.79,1.39,4.56,11.32
114.0074558740,22.6991838851,2,193358,2512742,23.90,226.31,0.09,7.30,2.49,2.40,8.90
114.0075187284,22.6991099728,3,193358,2512742,20.05,219.63,0.08,9.18,3.63,1.99,8.44
114.0073780720,22.6991534828,4,193358,2512742,23.29,195.33,0.09,8.47,4.85,1.55,6.24
114.0073818301,22.6991050611,5,193358,2512742,26.57,173.81,0.09,7.83,6.13,1.27,4.43
114.0074385552,22.6992543632,1,193358,2512747,25.55,189.25,0.07,8.16,1.14,4.20,13.74
114.0074704287,22.6991290495,2,193358,2512747,22.81,176.79,0.09,8.50,2.35,2.14,11.12
114.0074722925,22.6991952526,3,193358,2512747,23.07,188.57,0.08,7.42,2.78,1.17,9.79
114.0074332364,22.6991929178,4,193358,2512747,19.53,182.66,0.07,9.23,3.52,1.52,6.82
114.0074389127,22.6990589592,5,193358,2512747,24.36,184.19,0.07,8.69,4.33,1.33,5.28
114.0074334732,22.6992823839,1,193358,2512752,21.63,147.54,0.06,7.90,1.41,4.14,11.29
114.0073965592,22.6992162158,2,193358,2512752,19.15,147.26,0.07,8.93,2.50,1.69,10.73
114.0074811413,22.6992669054,3,193358,2512752,17.93,209.29,0.08,8.95,3.74,2.08,9.65
114.0074341481,22.6991557698,4,193358,2512752,21.58,203.15,0.09,9.11,3.72,1.88,6.52
114.0074114026,22.6992690216,5,193358,2512752,18.50,221.10,0.07,7.47,5.20,1.68,4.44
114.0074666131,22.6992241475,1,193358,2512757,24.50,163.27,0.06,9.06,1.05,3.96,13.27
114.0074216007,22.6992377505,2,193358,2512757,20.12,143.35,0.08,9.50,2.06,2.87,11.42
114.0075385141,22.6992185912,3,193358,2512757,20.99,169.39,0.07,9.34,3.48,1.89,7.73
114.0075158863,22.6993342162,4,193358,2512757,20.21,182.24,0.09,9.50,3.64,1.64,6.34
114.0075366067,22.6991911877,5,193358,2512757,19.86,219.48,0.07,8.79,5.62,2.11,4.82
114.0073856719,22.6992240581,1,193358,2512762,28.63,179.52,0.07,8.28,1.36,3.87,12.25
114.0075498987,22.6993022061,2,193358,2512762,26.86,191.54,0.07,9.50,2.44,2.33,8.36
114.0074803089,22.6991943105,3,193358,2512762,22.91,175.68,0.06,9.44,2.48,1.64,9.22
114.0074094216,22.6992303955,4,193358,2512762,26.17,225.44,0.07,8.01,3.93,1.79,7.72
114.0074338703,22.6993468178,5,193358,2512762,22.15,187.54,0.07,6.81,5.27,2.12,4.08
114.0074090791,22.6993713298,1,193358,2512767,27.05,216.07,0.08,8.84,1.39,4.00,13.06
114.0074664728,22.6993307931,2,193358,2512767,20.95,163.04,0.07,9.48,2.34,2.15,9.29
114.0075459418,22.6992996451,3,193358,2512767,23.30,201.77,0.06,8.54,4.03,1.65,9.05
114.0073872026,22.6992693956,4,193358,2512767,22.62,184.47,0.06,8.39,3.74,1.78,7.51
114.0074234276,22.6994243416,5,193358,2512767,20.41,170.13,0.08,7.41,4.90,1.97,5.87
114.0074101359,22.6993085692,1,193358,2512772,26.91,216.24,0.06,9.50,1.37,5.19,9.59
114.0073682908,22.6993942530,2,193358,2512772,23.54,217.21,0.07,9.27,2.71,1.94,11.44
114.0075600638,22.6992884472,3,193358,2512772,25.42,196.64,0.07,9.28,2.46,1.45,8.10
114.0075375675,22.6993894159,4,193358,2512772,23.66,196.63,0.09,8.87,4.89,1.31,6.22
114.0075047759,22.6993665443,5,193358,2512772,26.43,205.28,0.09,7.92,5.77,2.25,4.21
114.0074799245,22.6994664640,1,193358,2512777,21.52,142.28,0.06,8.55,1.16,4.48,11.17
114.0075025706,22.6994862138,2,193358,2512777,25.79,179.14,0.07,9.48,2.09,2.06,8.98
114.0075283894,22.6994011018,3,193358,2512777,22.03,213.37,0.07,9.00,3.42,1.68,9.54
114.0074579188,22.6993969425,4,193358,2512777,24.31,205.96,0.10,7.96,3.68,2.17,6.14
114.0074269657,22.6994717683,5,193358,2512777,22.34,192.76,0.09,8.48,5.17,2.06,6.12
114.0073863276,22.6995025215,1,193358,2512782,20.45,207.43,0.06,8.88,0.98,3.91,12.11
114.0074005977,22.6994792580,2,193358,2512782,25.88,237.73,0.06,8.92,2.44,1.50,8.23
114.0074778386,22.6994469379,3,193358,2512782,27.10,176.99,0.09,7.76,2.64,1.75,10.44
114.0074928522,22.6994303254,4,193358,2512782,19.25,223.01,0.09,9.22,4.19,1.32,6.16
114.0075372781,22.6994775941,5,193358,2512782,16.48,195.22,0.09,7.95,4.17,1.19,5.59
114.0074877834,22.6994392571,1,193358,2512787,21.46,213.39,0.06,7.72,1.39,4.69,11.08
114.0074541122,22.6994896958,2,193358,2512787,25.67,153.92,0.06,6.99,2.15,2.88,7.81
114.0074805875,22.6995802466,3,193358,2512787,28.82,203.62,0.07,9.50,3.80,1.25,7.52
114.0074197301,22.6995780834,4,193358,2512787,19.48,162.75,0.09,7.36,4.34,1.65,6.96
114.0075102726,22.6995374787,5,193358,2512787,17.19,202.60,0.09,7.81,5.70,1.75,4.56
114.0075050995,22.6995042794,1,193358,2512792,27.44,188.56,0.06,8.37,1.33,5.11,13.79
114.0075072058,22.6995526333,2,193358,2512792,19.33,180.96,0.08,9.08,2.09,2.25,10.68
114.0074993091,22.6994848646,3,193358,2512792,18.14,221.78,0.08,8.79,2.84,1.75,6.46
114.0074721568,22.6996301765,4,193358,2512792,24.20,225.23,0.09,7.63,4.11,1.84,7.51
114.0074138654,22.6995804817,5,193358,2512792,24.04,237.33,0.08,9.42,4.67,1.47,4.43
114.0075308670,22.6996689027,1,193358,2512797,21.01,220.95,0.08,9.50,1.18,3.31,12.31
114.0075022996,22.6996989672,2,193358,2512797,27.49,219.53,0.07,8.43,2.54,3.07,9.50
114.0075139304,22.6995909212,3,193358,2512797,18.64,208.94,0.06,8.51,3.60,1.43,7.13
114.0075339813,22.6995440496,4,193358,2512797,22.30,227.47,0.07,8.83,4.31,1.61,5.94
114.0075583213,22.6996585673,5,193358,2512797,20.87,225.20,0.07,8.98,5.94,1.75,5.16
114.0074493290,22.6996906790,1,193358,2512802,28.20,166.68,0.07,7.76,0.99,3.75,14.47
114.0073630473,22.6996882056,2,193358,2512802,22.73,214.61,0.06,8.38,2.67,2.90,9.77
114.0075263722,22.6995622332,3,193358,2512802,20.41,151.03,0.09,7.36,4.02,1.68,9.31
114.0074332109,22.6995722511,4,193358,2512802,28.49,216.99,0.08,9.50,4.94,1.89,7.63
114.0074190770,22.6996325851,5,193358,2512802,19.12,219.71,0.09,7.48,4.59,1.75,6.01
114.0073842904,22.6996510938,1,193358,2512807,24.37,170.26,0.07,9.14,1.33,3.88,11.83
114.0073624127,22.6997020137,2,193358,2512807,21.09,177.87,0.07,9.34,2.35,2.49,9.71
114.0074520555,22.6996708847,3,193358,2512807,27.73,215.16,0.07,9.50,2.79,1.59,8.05
114.0074659962,22.6996572875,4,193358,2512807,25.23,189.10,0.08,9.09,4.22,2.23,6.04
114.0073657396,22.6996896941,5,193358,2512807,22.88,226.59,0.07,9.50,6.60,1.72,4.44
114.0074855085,22.6997503471,1,193358,2512812,24.37,172.67,0.07,8.96,1.29,2.96,14.36
114.0074631220,22.6996716543,2,193358,2512812,22.27,141.97,0.08,9.50,1.94,2.42,8.06
114.0075546046,22.6997319736,3,193358,2512812,22.77,231.96,0.07,7.59,2.99,1.38,9.54
114.0075028747,22.6997591363,4,193358,2512812,19.91,204.92,0.07,8.48,4.70,1.71,5.99
114.0075407945,22.6997629372,5,193358,2512812,24.59,252.08,0.07,8.98,5.59,1.14,4.64
114.0074784440,22.6998558808,1,193358,2512817,25.22,158.91,0.07,8.82,1.25,3.46,13.92
114.0073920364,22.6997084396,2,193358,2512817,26.76,182.64,0.09,8.95,2.64,2.51,9.41
114.0075520026,22.6998011625,3,193358,2512817,25.95,193.28,0.09,7.77,3.02,2.33,9.02
114.0074299674,22.6997298728,4,193358,2512817,27.13,196.73,0.09,8.98,4.76,1.59,7.48
114.0073970754,22.6998251685,5,193358,2512817,23.94,220.94,0.08,8.78,6.44,1.60,5.33
114.0075515082,22.6999204102,1,193358,2512822,20.67,148.23,0.08,7.12,1.21,4.68,9.98
114.0074693802,22.6999035724,2,193358,2512822,22.47,204.91,0.07,8.52,2.59,2.90,9.06
114.0075306085,22.6999069942,3,193358,2512822,19.00,161.67,0.07,8.41,3.62,1.77,8.93
114.0074214258,22.6997487831,4,193358,2512822,22.91,193.58,0.10,8.35,5.20,2.60,7.90
114.0073821707,22.6998535493,5,193358,2512822,22.04,221.12,0.08,9.01,4.99,2.17,4.92
114.0074879057,22.6998765232,1,193358,2512827,21.50,218.33,0.06,8.47,1.30,3.08,14.46
114.0074401688,22.6998121303,2,193358,2512827,28.15,217.64,0.06,9.45,2.31,2.85,10.85
114.0073572156,22.6999511349,3,193358,2512827,25.34,235.03,0.09,8.84,2.83,1.57,8.29
114.0074290204,22.6998782437,4,193358,2512827,28.41,207.35,0.07,8.93,4.36,1.04,5.95
114.0074426509,22.6999381098,5,193358,2512827,17.68,184.79,0.07,9.50,4.51,2.23,6.19
114.0074928467,22.6998334336,1,193358,2512832,22.99,173.99,0.06,9.24,1.19,5.00,11.56
114.0075258984,22.6998877147,2,193358,2512832,24.42,177.29,0.08,8.42,2.25,2.58,9.61
114.0075144241,22.6999172771,3,193358,2512832,26.62,183.68,0.09,8.60,2.61,2.26,9.08
114.0073864060,22.6998561985,4,193358,2512832,22.51,157.93,0.06,9.50,4.05,2.14,7.16
114.0075300611,22.7000045076,5,193358,2512832,18.75,186.27,0.07,8.49,4.76,1.66,5.46
114.0073815013,22.7000643748,1,193358,2512837,20.11,220.25,0.08,9.45,1.34,3.92,12.88
114.0075449929,22.7000510230,2,193358,2512837,23.69,211.53,0.08,9.50,2.14,2.64,11.54
114.0074718753,22.6999207090,3,193358,2512837,22.80,166.34,0.08,6.92,3.01,1.52,8.90
114.0074017323,22.6999039171,4,193358,2512837,23.69,164.44,0.07,9.29,3.29,1.69,5.42
114.0074259691,22.7000358387,5,193358,2512837,19.06,223.85,0.07,9.50,5.69,1.47,4.18
114.0073922001,22.6999729329,1,193358,2512842,21.03,177.81,0.06,8.81,1.46,4.55,13.75
114.0074449189,22.7000309552,2,193358,2512842,24.13,221.88,0.07,8.34,2.46,2.50,11.44
114.0075278306,22.6999684152,3,193358,2512842,19.58,166.65,0.08,9.23,3.49,1.77,9.43
114.0073688734,22.6999287146,4,193358,2512842,22.31,170.91,0.07,7.94,4.72,1.52,5.87
114.0074315533,22.7000331945,5,193358,2512842,22.89,154.16,0.09,9.08,4.39,1.68,5.72
114.0074925234,22.6999978556,1,193358,2512847,20.94,166.47,0.07,9.05,1.28,5.13,13.82
114.0074873319,22.7000761869,2,193358,2512847,22.93,158.81,0.06,8.48,1.80,2.52,7.81
114.0074449656,22.6999614611,3,193358,2512847,26.85,173.93,0.08,9.50,3.50,1.39,7.49
114.0073624287,22.7001035539,4,193358,2512847,23.20,241.50,0.08,8.14,3.56,1.75,7.46
114.0074734397,22.7000490955,5,193358,2512847,19.12,250.39,0.07,9.14,4.74,1.54,5.03
114.0074609091,22.7000595110,1,193358,2512852,22.95,184.53,0.07,7.88,1.23,3.54,13.10
114.0075326403,22.7000256569,2,193358,2512852,19.63,219.94,0.07,8.36,2.40,3.04,11.86
114.0074705885,22.7000756441,3,193358,2512852,29.46,153.73,0.09,8.67,2.89,2.11,7.49
114.0073914794,22.7000329224,4,193358,2512852,17.24,161.90,0.07,8.64,4.65,1.62,7.75
114.0075406542,22.7000864818,5,193358,2512852,16.55,232.28,0.09,7.72,5.76,1.80,4.74
114.0074947688,22.7000796114,1,193358,2512857,25.91,181.94,0.06,8.71,1.33,5.18,11.75
114.0074792725,22.7001561572,2,193358,2512857,17.98,176.10,0.07,9.13,1.91,2.42,9.00
114.0074290422,22.7001687937,3,193358,2512857,26.04,231.03,0.07,8.26,3.32,1.61,9.46
114.0075148907,22.7000599739,4,193358,2512857,25.50,165.82,0.09,8.49,4.41,1.93,7.44
114.0074221911,22.7000889332,5,193358,2512857,25.16,200.11,0.09,8.14,6.18,1.63,4.00
114.0075346319,22.7001769755,1,193358,2512862,30.27,199.90,0.08,9.31,1.40,3.72,9.54
114.0074049738,22.7001008193,2,193358,2512862,17.89,191.71,0.07,9.50,2.07,2.77,10.27
114.0074467500,22.7002815671,3,193358,2512862,27.64,182.15,0.08,8.64,3.33,1.56,9.25
114.0073570641,22.7001464075,4,193358,2512862,17.62,240.09,0.10,8.99,5.12,1.47,7.16
114.0075161674,22.7001966139,5,193358,2512862,25.67,197.99,0.09,7.53,6.02,1.55,4.73
114.0073786838,22.7002576688,1,193358,2512867,29.30,226.73,0.08,8.40,1.31,3.28,11.02
114.0073961113,22.7003303787,2,193358,2512867,22.90,205.74,0.09,9.50,2.17,2.24,8.77
114.0074225529,22.7002968752,3,193358,2512867,23.58,215.49,0.07,8.98,3.88,1.38,7.34
114.0074241859,22.7002655981,4,193358,2512867,25.39,214.41,0.08,8.51,5.16,1.51,8.12
114.0074724741,22.7003142662,5,193358,2512867,20.42,255.86,0.08,8.46,6.07,1.97,6.16
114.0074218913,22.7002608355,1,193358,2512872,20.18,197.93,0.07,9.42,0.99,3.39,15.02
114.0074070605,22.7003430798,2,193358,2512872,30.29,200.29,0.08,9.29,2.40,2.55,8.75
114.0074745280,22.7003700655,3,193358,2512872,24.41,199.16,0.08,8.79,3.67,1.36,7.63
114.0073737403,22.7002891077,4,193358,2512872,25.41,228.93,0.09,7.25,3.93,1.50,7.06
114.0074206110,22.7002909309,5,193358,2512872,19.57,216.73,0.07,8.38,4.30,2.11,4.87
114.0073917888,22.7004130542,1,193358,2512877,19.93,164.67,0.08,9.34,1.04,3.50,11.82
114.0074514567,22.7003697122,2,193358,2512877,22.44,153.58,0.07,9.50,2.22,1.97,11.82
114.0073904777,22.7003666565,3,193358,2512877,22.49,207.47,0.07,8.53,3.49,1.97,7.58
114.0073740148,22.7003390412,4,193358,2512877,23.85,152.22,0.09,8.90,3.98,1.88,6.56
114.0073610734,22.7003022876,5,193358,2512877,18.71,210.26,0.07,7.70,4.96,1.84,5.09
114.0073977639,22.7004267602,1,193358,2512882,23.49,215.56,0.07,8.16,1.15,5.45,9.78
114.0074479752,22.7004154137,2,193358,2512882,24.74,236.85,0.06,8.93,2.29,2.55,9.26
114.0074567063,22.7003376589,3,193358,2512882,17.77,174.80,0.09,7.95,2.87,2.07,8.63
114.0073599761,22.7003038610,4,193358,2512882,22.00,200.30,0.06,8.80,4.31,1.65,7.44
114.0073998264,22.7004696203,5,193358,2512882,26.47,200.90,0.09,8.02,5.73,2.10,4.32
114.0073505091,22.7004390942,1,193358,2512887,21.22,149.63,0.08,9.39,1.04,3.59,9.97
114.0074261203,22.7004620213,2,193358,2512887,27.92,200.65,0.08,9.50,2.03,2.64,8.38
114.0075315155,22.7004078487,3,193358,2512887,21.49,211.76,0.08,8.12,2.77,1.52,10.18
114.0074342584,22.7003298096,4,193358,2512887,25.67,186.16,0.09,9.01,4.19,1.83,6.68
114.0074142225,22.7004574978,5,193358,2512887,26.25,199.50,0.07,9.09,5.58,1.52,5.48
114.0074328535,22.7004021291,1,193358,2512892,23.57,172.19,0.08,9.47,1.14,3.17,10.48
114.0073966728,22.7005439549,2,193358,2512892,21.94,202.38,0.08,6.86,2.07,2.81,9.04
114.0073926330,22.7005397472,3,193358,2512892,24.04,186.98,0.06,8.16,3.55,2.05,8.00
114.0075036269,22.7004408507,4,193358,2512892,25.80,196.13,0.07,9.42,4.48,1.36,5.46
114.0074703950,22.7005289636,5,193358,2512892,23.34,176.70,0.07,7.55,4.40,1.88,4.90
114.0073990068,22.7005205125,1,193358,2512897,18.88,169.16,0.06,9.01,1.40,3.12,13.13
114.0074372388,22.7004510690,2,193358,2512897,20.45,176.65,0.06,8.53,2.09,2.83,8.64
114.0073909311,22.7005128036,3,193358,2512897,26.80,234.60,0.09,8.85,4.02,1.29,8.56
114.0074181891,22.7004305087,4,193358,2512897,23.14,187.83,0.09,7.23,3.94,1.67,5.42
114.0074451104,22.7005647211,5,193358,2512897,17.09,215.03,0.07,7.24,5.61,1.57,4.49
114.0075357876,22.7004738855,1,193358,2512902,22.70,174.36,0.09,9.36,1.23,4.78,11.46
114.0073874568,22.7005696263,2,193358,2512902,19.79,151.47,0.06,7.59,2.25,2.10,10.09
114.0074316602,22.7006440293,3,193358,2512902,23.07,198.35,0.08,6.94,2.93,2.35,7.52
114.0073466582,22.7004611822,4,193358,2512902,24.79,251.83,0.10,7.25,4.46,1.46,6.25
114.0074432638,22.7006461078,5,193358,2512902,20.68,185.32,0.08,7.57,4.29,1.86,6.19
114.0076014051,22.6988752236,1,193363,2512712,25.42,177.83,0.08,7.60,1.20,3.34,10.63
114.0074687380,22.6987934833,2,193363,2512712,17.97,225.97,0.09,8.83,2.44,1.91,11.66
114.0076104524,22.6988802052,3,193363,2512712,21.71,197.65,0.08,9.21,2.89,1.90,10.30
114.0075045926,22.6988457328,4,193363,2512712,19.52,191.49,0.07,7.56,4.31,1.46,6.24
114.0076168164,22.6989264751,5,193363,2512712,20.68,231.05,0.08,8.42,5.37,1.39,5.33
114.0075059365,22.6988308694,1,193363,2512717,30.58,208.97,0.06,7.95,1.31,4.37,12.65
114.0074844113,22.6988281910,2,193363,2512717,25.01,185.01,0.08,9.04,1.72,2.93,12.31
114.0074491091,22.6988191047,3,193363,2512717,20.02,161.17,0.08,7.81,2.85,1.75,9.62
114.0075970757,22.6988332877,4,193363,2512717,20.85,186.01,0.06,9.05,4.52,1.76,8.18
114.0075758611,22.6988894427,5,193363,2512717,17.23,158.31,0.08,8.13,5.66,1.46,4.56
114.0075168494,22.6988388667,1,193363,2512722,23.07,234.79,0.06,8.86,1.49,3.29,12.97
114.0074521805,22.6988548240,2,193363,2512722,25.18,194.61,0.06,9.06,1.74,2.06,9.24
114.0075737143,22.6988357818,3,193363,2512722,23.38,145.23,0.06,9.29,2.66,1.59,8.76
114.0075698473,22.6990060228,4,193363,2512722,20.09,199.91,0.08,8.14,3.40,1.41,6.49
114.0075912003,22.6989665392,5,193363,2512722,21.06,165.18,0.08,7.58,5.12,1.77,5.46
114.0074809058,22.6988962278,1,193363,2512727,24.87,200.57,0.06,9.31,1.39,3.64,12.59
114.0074926133,22.6989341562,2,193363,2512727,26.51,164.62,0.08,7.49,2.56,3.11,10.55
114.0074967377,22.6989157615,3,193363,2512727,21.52,244.28,0.09,9.43,2.97,1.76,8.87
114.0074730787,22.6989507276,4,193363,2512727,25.83,205.66,0.07,8.67,3.86,1.75,6.83
114.0074887400,22.6990016283,5,193363,2512727,24.73,200.43,0.07,8.58,5.22,1.64,4.42
114.0075926966,22.6989712584,1,193363,2512732,22.12,181.33,0.08,9.10,1.43,4.05,11.64
114.0074811194,22.6989718670,2,193363,2512732,24.90,226.46,0.08,9.24,2.73,2.02,10.86
114.0074259646,22.6989366652,3,193363,2512732,23.28,154.33,0.09,9.50,2.52,1.82,9.05
114.0075620033,22.6991215404,4,193363,2512732,27.11,219.08,0.07,8.09,4.03,1.99,7.96
114.0075179385,22.6990234721,5,193363,2512732,20.98,187.81,0.10,7.07,6.36,1.76,5.60
114.0076135183,22.6990801014,1,193363,2512737,19.36,194.17,0.08,8.52,1.27,4.21,11.53
114.0074523879,22.6989754979,2,193363,2512737,19.33,181.89,0.06,7.70,1.80,2.35,10.16
114.0075295326,22.6991134524,3,193363,2512737,27.35,229.61,0.08,8.81,3.55,1.83,10.02
114.0075625757,22.6991223670,4,193363,2512737,19.39,195.80,0.08,9.16,4.27,1.35,6.96
114.0074785716,22.6989690879,5,193363,2512737,24.61,233.78,0.07,8.66,5.62,1.82,5.47
114.0074912541,22.6991613042,1,193363,2512742,25.80,158.24,0.07,8.03,1.37,4.01,11.87
114.0075981504,22.6990657003,2,193363,2512742,20.43,179.86,0.08,9.18,2.54,2.31,9.41
114.0075303048,22.6991306441,3,193363,2512742,27.63,233.68,0.08,9.14,2.80,1.40,9.47
114.0075568589,22.6990647559,4,193363,2512742,22.16,207.06,0.07,8.90,3.26,1.31,7.20
114.0075054285,22.6991473175,5,193363,2512742,25.46,186.17,0.09,9.50,5.67,1.60,4.16
114.0074333496,22.6991234553,1,193363,2512747,21.69,183.15,0.06,9.47,1.10,3.94,10.79
114.0074458616,22.6990965197,2,193363,2512747,22.18,178.38,0.07,7.85,2.58,1.69,9.01
114.0075249036,22.6992531957,3,193363,2512747,20.36,172.81,0.06,9.10,3.14,1.48,9.53
114.0075584565,22.6992201836,4,193363,2512747,23.13,215.90,0.07,8.80,4.53,1.64,7.99
114.0075119632,22.6991452502,5,193363,2512747,24.01,235.22,0.09,7.49,6.56,1.90,4.58
114.0075328821,22.6992296471,1,193363,2512752,28.28,172.61,0.06,8.76,1.11,4.83,10.51
114.0076154771,22.6991495168,2,193363,2512752,19.54,187.85,0.08,9.16,1.75,2.27,9.43
114.0075524890,22.6992339497,3,193363,2512752,21.77,150.37,0.07,7.00,2.69,1.36,10.97
114.0075096783,22.6992326373,4,193363,2512752,21.57,177.44,0.08,7.06,4.71,1.79,6.06
114.0074264830,22.6992213405,5,193363,2512752,20.99,210.67,0.07,9.12,5.29,1.79,5.10
114.0074824723,22.6992097728,1,193363,2512757,26.51,195.54,0.08,8.20,1.35,5.22,13.61
114.0075135693,22.6991664357,2,193363,2512757,21.92,180.87,0.08,8.08,2.04,2.04,9.67
114.0075250465,22.6991823398,3,193363,2512757,23.87,240.55,0.08,7.99,2.92,1.55,9.42
114.0074936436,22.6993098437,4,193363,2512757,22.85,214.27,0.10,8.47,5.00,1.49,6.83
114.0075693582,22.6992121362,5,193363,2512757,26.79,164.59,0.09,7.43,5.65,2.23,4.78
114.0075562058,22.6993124596,1,193363,2512762,25.22,197.04,0.07,8.92,1.58,4.50,11.24
114.0074646226,22.6993231341,2,193363,2512762,22.51,227.22,0.07,8.82,2.27,1.79,10.36
114.0074862314,22.6992147617,3,193363,2512762,22.15,161.56,0.07,7.98,3.33,2.27,7.14
114.0074931256,22.6993788837,4,193363,2512762,25.62,170.74,0.07,8.88,4.16,1.95,5.44
114.0075778485,22.6992021531,5,193363,2512762,22.21,168.20,0.08,9.00,4.94,2.08,4.55
114.0075312450,22.6992844470,1,193363,2512767,24.87,172.28,0.06,8.94,1.19,2.90,14.98
114.0074544785,22.6992819597,2,193363,2512767,22.99,185.76,0.07,9.03,2.85,2.60,8.51
114.0074780603,22.6994175611,3,193363,2512767,21.48,195.24,0.09,9.16,3.44,1.79,9.80
114.0074708491,22.6993705592,4,193363,2512767,25.32,162.55,0.08,7.93,5.13,1.58,5.09
114.0074608233,22.6994373909,5,193363,2512767,25.31,215.08,0.10,7.82,6.25,1.67,5.68
114.0074692042,22.6994565238,1,193363,2512772,29.03,227.68,0.07,8.66,1.31,3.88,14.70
114.0074859347,22.6994556382,2,193363,2512772,21.64,162.40,0.07,9.50,2.06,2.88,10.25
114.0075834695,22.6993055922,3,193363,2512772,21.64,184.72,0.07,9.50,3.45,1.77,8.35
114.0075792083,22.6994445743,4,193363,2512772,17.98,196.54,0.06,8.10,3.73,1.49,7.82
114.0075111299,22.6994129208,5,193363,2512772,21.77,206.67,0.10,9.36,4.72,2.06,5.72
114.0074169486,22.6993851665,1,193363,2512777,22.56,174.84,0.06,9.50,1.35,4.21,12.66
114.0075639731,22.6994192010,2,193363,2512777,20.47,152.47,0.08,9.25,2.41,3.29,9.04
114.0074312404,22.6993521595,3,193363,2512777,20.74,198.95,0.07,8.30,3.08,1.92,8.40
114.0075552781,22.6993545358,4,193363,2512777,20.05,230.52,0.08,8.73,4.13,1.50,6.01
114.0075946505,22.6993457540,5,193363,2512777,20.02,198.02,0.07,8.26,4.60,1.77,5.36
114.0074265346,22.6993961705,1,193363,2512782,27.81,160.41,0.07,9.01,1.23,3.29,12.92
114.0074692502,22.6994961810,2,193363,2512782,26.59,225.21,0.09,7.35,2.39,3.25,9.90
114.0075654923,22.6994612296,3,193363,2512782,19.50,194.30,0.09,8.94,2.85,2.29,10.07
114.0075772475,22.6994803155,4,193363,2512782,23.77,194.72,0.07,9.41,4.27,1.64,6.37
114.0075679722,22.6994769024,5,193363,2512782,22.37,166.64,0.07,8.10,6.35,1.33,4.87
114.0075490155,22.6994785070,1,193363,2512787,22.83,202.34,0.07,9.44,1.42,4.53,11.15
114.0074222072,22.6994678291,2,193363,2512787,25.86,224.98,0.08,7.00,2.44,2.01,8.45
114.0074117165,22.6994811807,3,193363,2512787,19.04,176.34,0.09,7.89,2.66,2.08,9.24
114.0074264597,22.6995240860,4,193363,2512787,25.34,199.95,0.07,9.50,4.64,1.67,7.21
114.0075215116,22.6995659887,5,193363,2512787,18.32,166.92,0.07,8.15,4.96,1.66,4.48
114.0074227616,22.6995438951,1,193363,2512792,23.92,197.55,0.08,8.73,1.06,3.08,13.27
114.0075849697,22.6996252000,2,193363,2512792,20.77,190.99,0.07,7.05,2.44,2.50,8.96
114.0074575789,22.6994934122,3,193363,2512792,26.47,212.26,0.09,7.87,3.81,1.58,7.60
114.0076047548,22.6995526066,4,193363,2512792,24.80,160.87,0.07,7.79,4.28,2.04,6.82
114.0074534194,22.6996634103,5,193363,2512792,23.13,164.54,0.10,6.91,4.91,1.37,4.99
114.0075715897,22.6995756223,1,193363,2512797,25.57,202.64,0.07,8.06,1.34,4.70,11.53
114.0074462000,22.6995595255,2,193363,2512797,24.42,170.11,0.08,9.50,2.76,2.72,7.74
114.0075238960,22.6995159639,3,193363,2512797,21.46,215.42,0.07,8.60,3.08,1.89,9.79
114.0076057359,22.6996224143,4,193363,2512797,17.50,164.36,0.08,9.19,3.80,1.08,6.40
114.0074438914,22.6995868179,5,193363,2512797,16.58,171.56,0.09,8.72,5.11,2.04,4.33
114.0075501169,22.6997138861,1,193363,2512802,25.63,173.74,0.07,9.50,1.14,3.98,13.02
114.0075883110,22.6995967413,2,193363,2512802,24.14,206.11,0.06,9.10,1.81,2.22,9.23
114.0075364214,22.6996946175,3,193363,2512802,26.01,156.37,0.06,8.14,3.69,1.50,7.57
114.0075089689,22.6997048769,4,193363,2512802,27.69,175.65,0.07,8.06,4.93,1.71,5.89
114.0075615138,22.6996546519,5,193363,2512802,21.23,217.98,0.07,8.50,6.63,2.13,4.36
114.0075186295,22.6997667879,1,193363,2512807,25.12,208.34,0.06,9.10,1.11,3.69,11.87
114.0074209083,22.6996469985,2,193363,2512807,19.93,163.76,0.07,8.95,2.05,2.61,9.46
114.0075561399,22.6996634918,3,193363,2512807,24.17,233.17,0.08,9.02,3.05,1.77,8.53
114.0074823577,22.6997579833,4,193363,2512807,23.90,173.38,0.08,9.01,4.05,1.86,5.94
114.0075314457,22.6996205695,5,193363,2512807,22.63,204.06,0.07,8.96,5.75,1.79,4.66
114.0074746799,22.6996986953,1,193363,2512812,22.88,227.43,0.06,8.41,1.23,3.31,10.74
114.0074328215,22.6997995407,2,193363,2512812,25.42,216.66,0.06,8.37,1.93,2.42,9.68
