lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0252626493,22.6845725295,1,193333,2512787,34.71,204.90,0.09,8.88,1.26,12.66,9.89
114.0251801098,22.6844674163,2,193333,2512787,29.60,191.55,0.06,8.39,1.92,5.07,7.82
114.0252424564,22.6845432289,3,193333,2512787,29.36,214.26,0.08,9.50,2.66,6.30,6.04
114.0251814864,22.6844816395,4,193333,2512787,31.50,202.69,0.08,6.79,4.41,4.91,4.68
114.0251464500,22.6844890939,5,193333,2512787,38.58,195.44,0.10,8.55,4.12,6.42,4.00
114.0251312171,22.6845444845,1,193333,2512792,35.22,165.87,0.07,9.50,1.22,10.27,8.63
114.0253109395,22.6845338877,2,193333,2512792,33.57,158.14,0.07,7.94,1.88,8.54,6.43
114.0252035191,22.6846077236,3,193333,2512792,36.39,201.21,0.06,9.50,3.16,4.14,7.43
114.0252572010,22.6845299333,4,193333,2512792,39.25,164.10,0.09,8.72,3.51,5.22,5.60
114.0252049271,22.6845176173,5,193333,2512792,28.58,159.22,0.09,7.87,4.07,4.21,4.08
114.0253061710,22.6845933118,1,193333,2512797,42.61,179.23,0.07,9.50,1.14,9.90,8.02
114.0251426841,22.6845237634,2,193333,2512797,34.87,166.42,0.07,7.79,2.69,7.27,6.52
114.0253083012,22.6845786010,3,193333,2512797,33.11,212.43,0.08,9.50,3.28,4.60,5.24
114.0251635166,22.6845270749,4,193333,2512797,40.24,179.79,0.09,9.50,3.70,4.77,4.56
114.0252526985,22.6846869765,5,193333,2512797,33.02,197.05,0.08,8.37,6.39,5.93,3.74
114.0252955825,22.6847082021,1,193333,2512802,36.49,201.59,0.06,7.76,1.59,18.27,10.23
114.0251804720,22.6846236304,2,193333,2512802,29.29,155.79,0.09,7.70,2.50,6.42,7.11
114.0251765463,22.6847092389,3,193333,2512802,44.49,189.10,0.08,8.24,2.45,7.37,6.09
114.0252084161,22.6846601252,4,193333,2512802,35.52,216.34,0.06,9.50,4.41,6.50,6.04
114.0253110598,22.6847188426,5,193333,2512802,36.63,184.69,0.09,8.67,4.73,5.56,2.59
114.0252355771,22.6846289451,1,193333,2512807,39.23,198.89,0.07,6.89,1.56,16.04,8.55
114.0252228474,22.6846743961,2,193333,2512807,33.11,140.60,0.06,8.41,1.99,7.79,7.51
114.0252584703,22.6847238714,3,193333,2512807,47.10,199.40,0.08,7.80,3.76,3.94,7.01
114.0251401862,22.6847741437,4,193333,2512807,33.65,170.72,0.08,8.59,5.08,7.32,5.44
114.0251786303,22.6846940496,5,193333,2512807,39.04,203.55,0.09,7.79,4.86,4.60,3.83
114.0252464980,22.6847594899,1,193333,2512812,38.12,170.39,0.07,8.85,1.17,9.33,8.50
114.0252806076,22.6847662380,2,193333,2512812,44.40,152.46,0.08,9.50,1.62,10.12,6.77
114.0251349887,22.6847342067,3,193333,2512812,35.59,216.27,0.07,7.64,2.90,4.62,7.98
114.0251395584,22.6846505087,4,193333,2512812,40.43,230.10,0.07,7.89,4.43,6.57,4.30
114.0252410537,22.6847110990,5,193333,2512812,31.69,252.60,0.09,6.96,5.63,3.87,4.02
114.0251747056,22.6847862201,1,193333,2512817,40.08,229.53,0.06,9.50,1.09,18.34,6.93
114.0251943083,22.6847766847,2,193333,2512817,30.19,173.18,0.06,7.60,2.18,7.80,8.98
114.0251970194,22.6848097446,3,193333,2512817,37.35,204.09,0.05,9.50,3.06,4.57,6.26
114.0252600971,22.6847536571,4,193333,2512817,36.95,206.81,0.08,6.62,4.84,5.79,6.44
114.0251214801,22.6848638801,5,193333,2512817,35.82,221.71,0.08,8.51,5.53,4.91,3.54
114.0252460552,22.6847555914,1,193333,2512822,40.73,184.56,0.06,9.46,1.14,12.08,6.83
114.0252476485,22.6847369077,2,193333,2512822,29.73,203.18,0.06,7.69,1.96,10.86,6.53
114.0251494670,22.6848975717,3,193333,2512822,37.24,178.18,0.09,8.36,3.89,5.54,6.32
114.0252274827,22.6847357628,4,193333,2512822,24.51,250.35,0.07,7.74,4.18,4.05,4.99
114.0251187280,22.6848956320,5,193333,2512822,32.61,188.01,0.08,7.86,5.59,5.55,3.38
114.0252045453,22.6848989574,1,193333,2512827,36.01,150.71,0.08,8.17,1.21,12.02,8.27
114.0252193362,22.6848548788,2,193333,2512827,44.75,172.99,0.09,9.49,2.02,8.88,6.54
114.0251538737,22.6848759102,3,193333,2512827,29.29,244.59,0.09,9.23,2.91,6.98,4.87
114.0252272957,22.6849643736,4,193333,2512827,41.30,139.53,0.07,9.17,3.12,4.20,4.10
114.0252703203,22.6849357553,5,193333,2512827,36.95,210.56,0.10,7.22,5.64,6.52,3.18
114.0251171394,22.6849893326,1,193333,2512832,39.50,190.39,0.05,7.66,1.34,12.91,8.67
114.0252036274,22.6848700114,2,193333,2512832,35.70,232.56,0.07,8.37,2.15,9.66,5.64
114.0251873163,22.6849863375,3,193333,2512832,42.03,232.95,0.06,6.94,3.52,5.50,4.36
114.0252617794,22.6849503239,4,193333,2512832,37.71,209.59,0.06,7.86,3.12,5.49,3.92
114.0251168349,22.6849440740,5,193333,2512832,31.20,187.72,0.07,6.82,5.37,4.43,3.45
114.0251567655,22.6849558131,1,193333,2512837,40.78,201.83,0.07,7.51,1.29,12.40,8.80
114.0251680540,22.6850175987,2,193333,2512837,35.75,212.22,0.06,8.51,1.87,5.78,7.88
114.0251562966,22.6850378868,3,193333,2512837,33.46,227.71,0.06,8.83,3.11,5.18,4.76
114.0251787609,22.6850078771,4,193333,2512837,33.05,194.90,0.08,6.94,4.51,5.64,3.74
114.0251353809,22.6850352097,5,193333,2512837,28.19,200.86,0.11,6.93,6.29,5.22,4.32
114.0252940317,22.6849280276,1,193333,2512842,34.74,208.46,0.08,6.66,1.41,13.92,8.34
114.0252878821,22.6850147922,2,193333,2512842,34.07,171.61,0.07,8.81,2.68,6.58,8.08
114.0251177850,22.6849509043,3,193333,2512842,41.31,186.94,0.07,8.48,3.68,3.78,5.78
114.0251447562,22.6849885121,4,193333,2512842,42.77,165.17,0.07,9.19,5.07,3.74,5.92
114.0251559711,22.6849157486,5,193333,2512842,38.23,216.08,0.09,8.80,4.62,5.18,3.22
114.0251634594,22.6851305521,1,193333,2512847,29.61,192.18,0.08,7.53,1.24,9.11,9.91
114.0251504607,22.6850502615,2,193333,2512847,32.46,166.25,0.06,7.68,2.10,7.70,6.26
114.0252520351,22.6850564679,3,193333,2512847,34.06,195.65,0.09,8.32,3.38,4.32,5.27
114.0252530636,22.6851079778,4,193333,2512847,34.66,229.15,0.06,7.79,3.78,7.63,4.78
114.0251420490,22.6851391183,5,193333,2512847,34.04,253.51,0.09,8.82,4.73,4.57,4.11
114.0251213599,22.6851011507,1,193333,2512852,34.62,225.20,0.08,9.41,1.16,10.88,9.74
114.0251478699,22.6850797219,2,193333,2512852,35.65,161.97,0.09,9.15,2.40,4.29,7.14
114.0251580971,22.6850788563,3,193333,2512852,33.49,204.73,0.07,7.04,3.36,4.81,6.17
114.0251693735,22.6850705759,4,193333,2512852,30.03,168.34,0.10,9.26,3.55,5.40,4.98
114.0252927675,22.6850894325,5,193333,2512852,28.66,205.75,0.08,9.37,5.71,5.15,3.22
114.0251061636,22.6851258180,1,193333,2512857,37.79,148.96,0.08,8.17,1.11,9.86,8.91
114.0252679900,22.6850469526,2,193333,2512857,36.01,162.33,0.08,8.72,2.20,4.98,6.08
114.0252866728,22.6851418025,3,193333,2512857,43.04,171.47,0.07,9.49,3.23,6.95,6.90
114.0252526844,22.6850697580,4,193333,2512857,35.17,149.77,0.06,9.50,3.78,3.39,3.51
114.0251487831,22.6851620817,5,193333,2512857,29.07,218.63,0.10,7.53,4.19,4.56,3.70
114.0251884465,22.6852659308,1,193333,2512862,42.56,209.55,0.09,9.50,1.53,11.64,10.91
114.0252214030,22.6851723240,2,193333,2512862,31.84,217.96,0.06,7.62,2.12,8.65,7.86
114.0252415991,22.6852606386,3,193333,2512862,40.57,152.42,0.09,9.50,3.27,5.08,7.24
114.0251250601,22.6851747476,4,193333,2512862,31.69,168.32,0.06,7.24,4.87,6.36,5.35
114.0251240957,22.6851283153,5,193333,2512862,26.16,161.81,0.07,9.50,4.60,5.25,3.33
114.0251218935,22.6852827529,1,193333,2512867,36.82,173.10,0.06,9.44,1.41,13.59,10.96
114.0252356917,22.6852544210,2,193333,2512867,36.78,212.17,0.08,8.15,1.94,6.76,6.32
114.0251082438,22.6851990513,3,193333,2512867,34.01,209.12,0.09,7.73,3.68,4.60,6.54
114.0251623160,22.6851812713,4,193333,2512867,35.71,216.36,0.08,8.29,3.85,3.33,5.18
114.0252893179,22.6851753560,5,193333,2512867,39.76,240.90,0.08,9.22,5.79,5.70,2.76
114.0252301733,22.6852825260,1,193333,2512872,30.23,187.21,0.05,8.87,1.28,14.01,7.57
114.0251318098,22.6852609561,2,193333,2512872,39.89,147.52,0.07,9.50,1.98,8.67,8.32
114.0251371315,22.6852837885,3,193333,2512872,36.25,177.53,0.09,9.50,2.69,5.94,5.46
114.0252351487,22.6852841894,4,193333,2512872,26.05,218.11,0.08,8.86,4.30,4.14,4.50
114.0251521480,22.6852649901,5,193333,2512872,30.96,243.39,0.08,8.21,5.65,4.44,3.82
114.0252711492,22.6852427985,1,193333,2512877,39.02,157.90,0.06,8.56,1.26,11.36,10.47
114.0252600655,22.6853926961,2,193333,2512877,31.83,179.25,0.07,7.41,1.98,6.46,8.39
114.0251763825,22.6852743195,3,193333,2512877,34.50,143.14,0.07,7.78,2.71,5.16,7.83
114.0251789826,22.6853803742,4,193333,2512877,30.44,148.52,0.09,9.50,3.84,5.78,4.29
114.0252239800,22.6852394883,5,193333,2512877,28.49,193.16,0.08,7.83,4.72,4.38,3.11
114.0252383346,22.6853831989,1,193333,2512882,36.08,177.05,0.08,8.88,1.58,10.88,9.50
114.0251731550,22.6853209115,2,193333,2512882,44.16,158.36,0.07,9.50,2.50,5.96,7.33
114.0252416310,22.6853798593,3,193333,2512882,37.28,213.36,0.08,8.07,3.35,4.53,4.80
114.0251566989,22.6853595603,4,193333,2512882,29.73,213.25,0.07,8.14,3.96,5.29,4.26
114.0252237330,22.6853500223,5,193333,2512882,42.62,244.52,0.07,6.72,5.06,8.05,4.22
114.0251374184,22.6855047763,1,193333,2512887,32.67,167.39,0.07,8.98,0.96,14.55,7.38
114.0251712390,22.6854565223,2,193333,2512887,30.51,171.95,0.08,9.43,2.80,9.98,6.43
114.0251718470,22.6855029008,3,193333,2512887,38.16,225.16,0.06,8.41,3.23,4.80,6.36
114.0252379155,22.6853558959,4,193333,2512887,32.50,209.23,0.08,8.63,3.57,6.54,4.54
114.0251418889,22.6854440505,5,193333,2512887,33.03,182.07,0.07,8.85,4.77,7.83,3.89
114.0252120985,22.6854848408,1,193333,2512892,43.33,195.56,0.07,8.84,1.47,10.54,9.38
114.0252446774,22.6855025493,2,193333,2512892,39.03,200.95,0.07,9.10,2.18,7.21,7.68
114.0251583151,22.6854056415,3,193333,2512892,37.26,153.11,0.09,6.73,3.77,6.87,6.62
114.0252942333,22.6853684087,4,193333,2512892,28.51,175.86,0.08,7.59,3.69,4.23,4.76
114.0251050733,22.6853662917,5,193333,2512892,28.97,259.20,0.08,9.50,5.10,6.87,3.75
114.0251377084,22.6854571786,1,193333,2512897,47.01,172.99,0.08,9.36,1.31,15.86,8.18
114.0252738015,22.6855209488,2,193333,2512897,32.87,214.23,0.09,9.50,2.30,7.12,7.37
114.0252608946,22.6855889122,3,193333,2512897,38.70,190.59,0.08,6.76,2.27,4.67,5.64
114.0251180055,22.6855521591,4,193333,2512897,40.04,201.28,0.09,8.98,4.96,4.72,5.47
114.0251262040,22.6854704230,5,193333,2512897,35.37,250.37,0.06,7.59,4.56,4.53,3.64
114.0251152519,22.6855402295,1,193333,2512902,42.45,142.16,0.06,8.36,1.23,9.52,9.74
114.0251218280,22.6855483052,2,193333,2512902,46.94,182.73,0.08,9.41,1.86,5.46,5.69
114.0251591800,22.6856376412,3,193333,2512902,35.94,189.34,0.06,9.50,3.75,6.04,7.45
114.0252234282,22.6855607958,4,193333,2512902,35.74,193.37,0.08,8.00,3.78,4.41,4.74
114.0251364845,22.6854626020,5,193333,2512902,24.87,248.92,0.08,7.57,6.51,4.23,2.96
114.0252278366,22.6856449620,1,193333,2512907,40.13,170.35,0.06,8.91,1.28,13.23,10.85
114.0251192921,22.6855941608,2,193333,2512907,37.58,140.81,0.06,9.50,1.87,10.50,7.44
114.0252372750,22.6855055903,3,193333,2512907,34.52,211.74,0.09,8.42,4.13,4.33,5.80
114.0252206511,22.6856033594,4,193333,2512907,41.05,182.70,0.08,8.27,5.15,4.32,5.37
114.0252011572,22.6855723377,5,193333,2512907,25.64,198.34,0.07,8.57,5.06,5.04,2.66
114.0252803699,22.6855730535,1,193333,2512912,50.77,161.49,0.07,8.15,1.21,13.21,8.00
114.0252486333,22.6855702902,2,193333,2512912,44.34,238.27,0.07,8.85,2.83,6.20,7.54
114.0252264335,22.6857229068,3,193333,2512912,43.94,232.26,0.07,9.50,2.43,6.58,6.25
114.0252129290,22.6856553161,4,193333,2512912,32.98,178.60,0.06,9.02,3.95,4.74,5.02
114.0251060784,22.6855562669,5,193333,2512912,33.88,176.74,0.08,7.47,4.43,5.97,4.06
114.0253037822,22.6839471805,1,193338,2512727,35.96,186.02,0.06,7.66,1.04,10.44,8.87
114.0253674226,22.6840404993,2,193338,2512727,42.42,210.44,0.06,8.71,1.82,9.12,8.97
114.0253766384,22.6840381445,3,193338,2512727,28.86,178.72,0.08,7.27,3.47,3.65,6.60
114.0253025092,22.6840150007,4,193338,2512727,43.70,160.73,0.09,9.50,4.59,6.87,4.28
114.0253639282,22.6840705364,5,193338,2512727,26.35,208.15,0.08,9.09,4.64,5.13,2.67
114.0253482280,22.6840175020,1,193338,2512732,37.41,245.21,0.08,9.18,1.56,13.74,9.09
114.0252716318,22.6841139465,2,193338,2512732,37.16,157.99,0.07,8.30,2.24,7.56,8.72
114.0253338589,22.6840688873,3,193338,2512732,39.73,172.08,0.09,8.87,3.44,5.73,5.87
114.0253166117,22.6839404100,4,193338,2512732,37.04,230.58,0.07,9.20,3.18,7.25,3.91
114.0252978736,22.6839537091,5,193338,2512732,26.27,172.94,0.07,8.39,5.08,4.91,3.51
114.0251885741,22.6839755076,1,193338,2512737,35.55,223.81,0.07,8.24,1.23,9.93,8.98
114.0252090785,22.6839850470,2,193338,2512737,36.01,189.81,0.08,8.96,1.79,7.27,7.34
114.0252094822,22.6841350081,3,193338,2512737,30.11,155.39,0.07,9.27,3.21,5.04,5.41
114.0252569792,22.6840344435,4,193338,2512737,25.51,156.27,0.10,7.28,4.52,5.13,4.21
114.0253241993,22.6840251411,5,193338,2512737,33.87,198.52,0.07,9.10,4.73,5.19,4.05
114.0252667989,22.6841205876,1,193338,2512742,41.09,178.00,0.08,9.47,1.35,12.55,9.14
114.0253583777,22.6842084880,2,193338,2512742,44.83,207.25,0.07,8.46,2.08,7.10,7.50
114.0252885758,22.6841817735,3,193338,2512742,39.73,207.87,0.08,8.61,3.36,5.64,5.16
114.0251897525,22.6840842706,4,193338,2512742,32.38,157.16,0.09,9.44,5.10,6.12,4.35
114.0253509449,22.6840944096,5,193338,2512742,38.41,193.53,0.09,9.50,4.21,4.84,2.71
114.0253131788,22.6841360132,1,193338,2512747,31.38,181.06,0.07,7.47,1.38,7.83,7.92
114.0251817830,22.6841137169,2,193338,2512747,29.61,183.00,0.08,8.93,2.84,8.67,8.71
114.0252070308,22.6841214927,3,193338,2512747,33.36,235.57,0.07,9.50,3.81,4.74,5.76
114.0252285414,22.6842185886,4,193338,2512747,32.06,231.60,0.10,7.87,4.22,4.54,4.10
114.0253497055,22.6841568658,5,193338,2512747,37.58,204.62,0.08,7.46,4.69,6.48,3.54
114.0252296322,22.6842504326,1,193338,2512752,41.31,239.90,0.06,6.89,1.22,11.97,9.96
114.0252745171,22.6842318256,2,193338,2512752,41.19,162.89,0.07,8.21,2.65,8.77,7.54
114.0253632702,22.6842841238,3,193338,2512752,33.58,198.04,0.08,9.36,3.31,3.76,6.83
114.0252004224,22.6841010770,4,193338,2512752,41.65,176.86,0.09,6.84,5.14,4.65,5.41
114.0251989726,22.6841571003,5,193338,2512752,36.75,166.99,0.08,9.50,5.18,4.88,4.02
114.0251842543,22.6842786717,1,193338,2512757,40.97,199.60,0.07,8.08,1.06,9.12,8.09
114.0253534686,22.6843372108,2,193338,2512757,32.30,243.80,0.08,9.18,2.47,6.39,8.39
114.0253719088,22.6842163038,3,193338,2512757,35.58,249.72,0.07,8.76,2.91,4.81,5.63
114.0251914555,22.6842475162,4,193338,2512757,36.74,205.70,0.08,8.84,2.96,5.24,4.56
114.0252383809,22.6841517474,5,193338,2512757,29.18,233.17,0.09,8.21,5.05,3.81,4.10
114.0252620651,22.6842830640,1,193338,2512762,39.85,135.39,0.09,8.39,1.02,11.40,7.11
114.0253440397,22.6842702735,2,193338,2512762,32.97,175.17,0.08,9.50,2.27,7.43,7.21
114.0252250275,22.6843623389,3,193338,2512762,46.70,169.83,0.08,8.03,2.73,3.17,6.15
114.0252045407,22.6842824934,4,193338,2512762,25.73,242.23,0.08,8.45,4.23,5.69,4.90
114.0253366417,22.6842676216,5,193338,2512762,28.04,184.20,0.07,7.07,5.29,5.32,4.31
114.0252564821,22.6842388838,1,193338,2512767,45.14,213.75,0.07,8.78,1.21,14.12,6.50
114.0252446266,22.6843522677,2,193338,2512767,37.60,146.51,0.07,8.58,2.27,9.95,9.55
114.0252104732,22.6843042141,3,193338,2512767,33.26,227.29,0.07,9.36,2.74,6.09,5.89
114.0253100806,22.6842835448,4,193338,2512767,31.95,179.28,0.08,8.32,5.59,6.99,4.46
114.0253282303,22.6843726993,5,193338,2512767,34.02,199.62,0.07,8.89,3.89,5.46,3.43
114.0252025279,22.6843205111,1,193338,2512772,35.78,169.73,0.06,8.31,1.29,10.23,8.25
114.0251902177,22.6843780382,2,193338,2512772,33.21,188.05,0.06,8.78,1.68,6.46,7.25
114.0253388966,22.6844250348,3,193338,2512772,29.45,233.50,0.08,8.37,3.81,6.27,5.77
114.0252316081,22.6843839156,4,193338,2512772,31.58,264.71,0.08,7.43,4.18,3.78,6.22
114.0251901794,22.6844562452,5,193338,2512772,27.68,222.92,0.11,6.99,5.64,6.69,4.57
114.0253679084,22.6844434519,1,193338,2512777,45.51,184.08,0.07,7.39,1.33,14.00,10.19
114.0251783252,22.6843500917,2,193338,2512777,36.85,216.34,0.07,7.39,2.06,7.71,7.33
114.0253047757,22.6843671337,3,193338,2512777,34.84,192.69,0.08,7.42,3.73,3.96,6.43
114.0253110246,22.6844530348,4,193338,2512777,29.32,182.97,0.08,9.50,4.68,4.08,4.72
114.0251789581,22.6844508453,5,193338,2512777,30.29,175.00,0.10,7.34,5.46,5.40,4.39
114.0252494137,22.6843865852,1,193338,2512782,40.24,183.38,0.07,9.50,1.07,11.23,11.42
114.0251951486,22.6843722901,2,193338,2512782,29.69,158.14,0.08,8.65,1.91,5.19,6.40
114.0251990779,22.6844853265,3,193338,2512782,32.11,213.27,0.08,7.90,2.88,5.52,6.27
114.0252198621,22.6844914669,4,193338,2512782,29.85,235.26,0.09,8.90,5.29,4.14,4.56
114.0251851287,22.6845353700,5,193338,2512782,30.44,199.59,0.09,9.50,5.90,5.61,3.40
114.0253146841,22.6845032615,1,193338,2512787,29.31,186.02,0.09,8.68,0.92,9.39,9.96
114.0252289538,22.6844405358,2,193338,2512787,40.95,174.37,0.06,8.27,1.59,5.96,9.55
114.0252327393,22.6845900250,3,193338,2512787,36.40,182.69,0.07,8.47,3.79,7.17,6.52
114.0252312671,22.6844788407,4,193338,2512787,36.94,185.20,0.10,8.08,3.46,5.61,4.73
114.0253445826,22.6845375013,5,193338,2512787,38.66,233.64,0.08,8.49,4.41,4.05,4.15
114.0252858393,22.6845052953,1,193338,2512792,37.89,205.38,0.09,7.86,1.34,8.31,8.36
114.0252633914,22.6846604151,2,193338,2512792,30.20,170.10,0.09,8.82,2.64,7.19,7.49
114.0251994824,22.6845240007,3,193338,2512792,30.53,196.71,0.10,8.92,2.57,6.24,6.16
114.0252242432,22.6844880222,4,193338,2512792,40.05,224.30,0.07,8.61,3.62,4.88,3.57
114.0252357563,22.6846251532,5,193338,2512792,30.29,191.59,0.08,7.98,5.21,5.32,3.61
114.0252984792,22.6846167473,1,193338,2512797,27.97,190.20,0.09,7.34,1.11,10.63,9.55
114.0252715595,22.6846991733,2,193338,2512797,39.26,197.79,0.06,7.75,2.02,5.32,5.71
114.0251974943,22.6845231626,3,193338,2512797,37.52,181.21,0.09,9.50,3.57,6.00,7.01
114.0253187150,22.6846184250,4,193338,2512797,36.51,244.10,0.10,8.45,3.74,4.57,4.99
114.0252897418,22.6845419095,5,193338,2512797,39.87,224.04,0.09,7.24,5.16,5.58,3.99
114.0252026328,22.6846823527,1,193338,2512802,37.51,204.21,0.06,7.88,1.33,11.40,9.14
114.0253001310,22.6846932055,2,193338,2512802,41.91,208.37,0.07,8.40,2.69,6.21,7.10
114.0252078349,22.6846089562,3,193338,2512802,34.01,155.57,0.07,7.46,3.64,5.18,5.43
114.0251809025,22.6846988412,4,193338,2512802,29.30,151.70,0.07,9.50,4.71,6.98,5.89
114.0252957596,22.6846837366,5,193338,2512802,39.17,191.23,0.07,7.33,3.94,3.78,3.71
114.0251874812,22.6846229284,1,193338,2512807,34.62,177.96,0.07,9.30,1.22,11.16,10.42
114.0251793370,22.6846251533,2,193338,2512807,48.50,167.81,0.07,9.50,2.78,7.68,6.88
114.0252218907,22.6847205528,3,193338,2512807,33.70,186.35,0.07,8.94,2.60,4.62,7.78
114.0252718016,22.6846129075,4,193338,2512807,30.89,191.24,0.09,9.50,4.76,4.86,5.49
114.0251749840,22.6846171722,5,193338,2512807,35.13,208.86,0.08,9.08,5.09,4.67,4.28
114.0251861638,22.6848140219,1,193338,2512812,44.87,157.51,0.06,8.88,1.47,13.38,9.79
114.0252399240,22.6847231633,2,193338,2512812,28.03,192.26,0.06,9.31,1.97,7.61,6.59
114.0252724750,22.6848124858,3,193338,2512812,31.56,215.21,0.08,9.00,3.16,3.78,5.35
114.0251776433,22.6847186442,4,193338,2512812,34.99,245.38,0.09,9.50,5.00,6.71,4.61
114.0253592026,22.6847358787,5,193338,2512812,42.96,191.29,0.07,8.44,4.80,4.05,3.69
114.0253527650,22.6848300874,1,193338,2512817,30.56,241.75,0.07,9.33,1.17,10.02,10.12
114.0252731577,22.6848726068,2,193338,2512817,28.50,178.86,0.07,7.43,2.00,6.27,8.61
114.0252290922,22.6848494403,3,193338,2512817,35.93,141.60,0.10,8.88,2.71,6.04,5.76
114.0253416345,22.6848765039,4,193338,2512817,42.17,187.20,0.08,9.50,4.70,4.32,4.54
114.0253480194,22.6847742639,5,193338,2512817,27.77,164.73,0.08,9.50,5.82,4.49,3.17
114.0253003726,22.6848091458,1,193338,2512822,42.57,204.40,0.07,9.50,1.43,11.13,8.51
114.0253120067,22.6847900268,2,193338,2512822,39.41,166.13,0.07,8.45,2.03,6.51,9.11
114.0252816386,22.6848376579,3,193338,2512822,42.07,188.28,0.07,9.50,3.46,6.90,6.36
114.0252901428,22.6847891878,4,193338,2512822,32.28,205.19,0.06,9.49,3.93,6.03,3.53
114.0252367961,22.6847998223,5,193338,2512822,35.03,213.67,0.08,9.50,4.54,4.25,2.92
114.0252961731,22.6848322769,1,193338,2512827,48.14,204.98,0.07,9.50,1.03,12.57,8.81
114.0253549489,22.6847884462,2,193338,2512827,28.01,183.66,0.07,9.05,2.31,7.79,6.06
114.0253382856,22.6849734924,3,193338,2512827,40.42,238.50,0.07,9.50,2.67,5.69,7.71
114.0252495932,22.6848893160,4,193338,2512827,34.34,243.17,0.07,7.47,3.67,6.12,4.42
114.0251713682,22.6849300163,5,193338,2512827,33.61,196.96,0.08,9.17,6.21,4.06,3.04
114.0253360657,22.6849269924,1,193338,2512832,42.38,178.16,0.05,8.51,1.11,11.55,9.61
114.0253441065,22.6849739849,2,193338,2512832,31.11,221.13,0.09,8.68,2.08,6.86,6.66
114.0252937577,22.6850063511,3,193338,2512832,32.21,230.27,0.06,9.20,3.63,5.83,6.32
114.0251905744,22.6848780732,4,193338,2512832,34.97,194.62,0.07,9.50,4.89,4.08,4.94
114.0253387740,22.6848254469,5,193338,2512832,39.23,170.48,0.08,8.90,3.79,5.45,3.70
114.0252214806,22.6850268213,1,193338,2512837,36.37,149.37,0.09,9.50,1.26,11.83,8.35
114.0252331011,22.6849107517,2,193338,2512837,37.11,168.14,0.07,7.91,2.28,6.25,8.94
114.0251893899,22.6849793778,3,193338,2512837,42.83,172.27,0.08,8.91,3.30,3.25,7.73
114.0252715051,22.6850105034,4,193338,2512837,40.95,194.68,0.07,6.91,4.93,5.97,4.44
114.0252490593,22.6850329948,5,193338,2512837,32.68,240.80,0.08,8.51,6.29,5.01,3.48
114.0253235697,22.6850298192,1,193338,2512842,42.64,195.20,0.08,8.88,1.25,9.31,9.26
114.0252710926,22.6849402450,2,193338,2512842,42.76,175.04,0.06,9.16,2.45,4.84,7.15
114.0252787206,22.6850419706,3,193338,2512842,32.30,165.16,0.08,9.50,2.28,4.67,6.21
114.0252828129,22.6850494195,4,193338,2512842,33.27,211.10,0.06,9.50,3.48,6.25,4.00
114.0252056039,22.6850023607,5,193338,2512842,36.97,257.03,0.09,6.59,3.85,6.20,2.84
114.0251897458,22.6850358678,1,193338,2512847,26.58,135.15,0.06,7.81,0.90,10.02,8.36
114.0253491883,22.6849720457,2,193338,2512847,39.10,180.35,0.08,7.37,1.66,7.37,5.84
114.0251569292,22.6850331205,3,193338,2512847,43.24,193.89,0.07,8.58,2.80,3.34,5.20
114.0252168741,22.6849730273,4,193338,2512847,34.28,209.24,0.08,8.84,3.96,5.04,3.78
114.0252693749,22.6850081729,5,193338,2512847,31.45,174.76,0.07,8.62,5.83,5.13,3.34
114.0251766225,22.6851814706,1,193338,2512852,32.29,192.00,0.06,8.69,1.49,11.19,7.49
114.0252181421,22.6850090288,2,193338,2512852,31.23,222.61,0.07,8.84,2.93,6.88,7.52
114.0251832974,22.6850669420,3,193338,2512852,37.89,150.35,0.09,9.50,2.98,5.70,6.66
114.0251553077,22.6851778490,4,193338,2512852,39.64,204.56,0.06,8.29,4.13,3.88,5.68
114.0251779867,22.6850944112,5,193338,2512852,26.05,196.72,0.08,7.70,5.42,4.57,3.31
114.0251572615,22.6850649490,1,193338,2512857,38.70,161.45,0.08,7.79,1.34,7.73,8.77
114.0253003426,22.6852102564,2,193338,2512857,26.68,172.36,0.05,7.72,2.36,9.46,6.32
114.0252769232,22.6850557088,3,193338,2512857,27.47,219.36,0.07,8.75,3.62,3.99,6.21
114.0252437575,22.6852142747,4,193338,2512857,34.24,172.23,0.09,6.77,4.11,7.47,4.33
114.0252163123,22.6851689181,5,193338,2512857,28.46,191.00,0.10,8.91,5.07,6.90,3.21
114.0253524937,22.6851575659,1,193338,2512862,32.89,177.89,0.07,9.50,1.16,16.21,8.29
114.0252465118,22.6852354301,2,193338,2512862,30.97,218.67,0.08,8.76,2.46,8.87,6.15
114.0253022329,22.6851344166,3,193338,2512862,37.10,241.01,0.09,9.24,3.67,4.86,6.93
114.0252466449,22.6851675609,4,193338,2512862,32.15,159.91,0.08,7.85,3.45,6.63,4.64
114.0253070458,22.6851499652,5,193338,2512862,40.77,218.18,0.10,7.50,5.42,6.81,4.10
114.0251830437,22.6851571693,1,193338,2512867,34.14,179.95,0.07,9.03,1.06,13.26,8.07
114.0251922281,22.6853351574,2,193338,2512867,36.56,185.13,0.07,9.50,3.01,7.85,7.69
114.0252218007,22.6852205912,3,193338,2512867,34.44,219.31,0.05,8.41,3.98,4.38,4.90
